loteNo;departamento_anonym;empresa_anonym;granja_anonym;proveedorCorregido_anonym;fabricaAlimento;genética;duracionCeba;edadFinal;edadInicial;pesoInicial;pesoFinal;fechaSalida;anioSalida;semesreSalida;anioSemestreSalida;asesor;numFinalAnimales;numInicialAnimales;mortalidad;conversionAlimenticia
620d4c786ddea69c1ed44919;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;107.4;178.2;70.8;30.07;116.99;18/07/2021;2021;2;2021-S2;rt_8;2242;2287;1.97;2.4488
620d4c786ddea69c1ed4491a;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;107.2;177.4;70.2;28.8;119.99;25/07/2021;2021;2;2021-S2;rt_8;2056;2107;2.42;2.3541
620d4c786ddea69c1ed4491c;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;106.1;176.7;70.6;28.95;122.45;31/07/2021;2021;2;2021-S2;rt_8;2108;2155;2.18;2.4771
620d4c786ddea69c1ed4491d;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;105.9;176.7;70.8;27.98;122.93;6/08/2021;2021;2;2021-S2;rt_8;2124;2189;2.97;2.529
620d4c786ddea69c1ed4491e;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;105;175.6;70.6;27.73;119.74;13/08/2021;2021;2;2021-S2;rt_8;2088;2144;2.61;2.4115
620d4c786ddea69c1ed4491f;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;106.2;176.4;70.2;26.26;114.18;21/08/2021;2021;2;2021-S2;rt_8;1948;2061;5.48;2.1297
620d4c786ddea69c1ed44921;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;98.2;175.2;77;27.49;110.97;3/09/2021;2021;2;2021-S2;rt_8;2207;2326;5.12;2.2899
620d4c786ddea69c1ed44922;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;96.9;174.5;77.6;29.49;111.72;9/09/2021;2021;2;2021-S2;rt_8;2172;2254;3.64;2.2296
620d4c786ddea69c1ed44923;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;96.9;175.1;78.2;30.35;116.98;16/09/2021;2021;2;2021-S2;rt_8;2084;2155;3.29;2.2572
620d4c786ddea69c1ed44924;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;97.8;175.2;77.4;31.64;121.91;23/09/2021;2021;2;2021-S2;rt_8;2251;2335;3.6;2.5377
620d4c786ddea69c1ed44925;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;97.1;174.9;77.8;29.13;118.88;29/09/2021;2021;2;2021-S2;rt_8;2170;2245;3.34;2.4368
620d4c786ddea69c1ed44926;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;95.8;173.1;77.3;26.57;116.31;5/10/2021;2021;2;2021-S2;rt_8;2078;2159;3.75;2.3327
620d4c786ddea69c1ed44929;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;100;177.5;77.5;28.27;117.93;16/10/2021;2021;2;2021-S2;rt_8;1946;1999;2.65;2.1891
620d4c786ddea69c1ed4492a;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;99.8;177.1;77.3;26.35;118.09;23/10/2021;2021;2;2021-S2;rt_8;1595;1637;2.57;1.8376
620d4c786ddea69c1ed4492c;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;109;185.4;76.4;27.79;128.21;14/11/2021;2021;2;2021-S2;rt_8;1724;1758;1.93;2.179
620d4c786ddea69c1ed4492e;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;116.4;187.2;70.8;24.02;132.23;23/11/2021;2021;2;2021-S2;rt_8;1628;1686;3.44;2.2116
620d4c786ddea69c1ed4492f;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;115.4;186.9;71.5;25.28;130.76;29/11/2021;2021;2;2021-S2;rt_8;1704;1743;2.24;2.262
620d4c786ddea69c1ed44931;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;113.2;185.1;71.9;26.86;132.52;4/12/2021;2021;2;2021-S2;rt_8;1691;1731;2.31;2.2474
620d4c786ddea69c1ed44933;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;112.7;184.3;71.6;27.24;130.02;10/12/2021;2021;2;2021-S2;rt_8;1737;1790;2.96;2.2409
620d4c786ddea69c1ed44934;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;109.9;182;72.1;26.72;127.71;14/12/2021;2021;2;2021-S2;rt_8;1931;1999;3.4;2.4447
620d4c786ddea69c1ed44935;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;108.9;180.6;71.7;27.77;128.36;20/12/2021;2021;2;2021-S2;rt_8;2107;2145;1.77;2.6687
620d4c786ddea69c1ed44937;dp_3;em_17;gr_18;pn_0;pp_3;lg_0;107.4;179.1;71.7;28.49;128.28;26/12/2021;2021;2;2021-S2;rt_8;1989;2010;1.04;2.5042
6212db3c6ddea69c1eee115c;dp_3;em_36;gr_38;pn_6;pp_8;lg_0;72.98;148.81;75.83;35.9228;115.7095;1/01/2021;2021;1;2021-S1;rt_18;1955;1982;1.36;2.2058
6212db3c6ddea69c1eee1160;dp_3;em_34;gr_35;pn_6;pp_8;lg_0;77.69;149.59;71.9;28.0947;109.8269;1/01/2021;2021;1;2021-S1;rt_16;283;285;0.7;2.0577
6212db3c6ddea69c1eee1161;dp_3;em_34;gr_35;pn_6;pp_8;lg_0;80.6;151.2;70.6;25.0833;108.0168;1/02/2021;2021;1;2021-S1;rt_16;119;120;0.83;1.9789
6212db3c6ddea69c1eee1162;dp_3;em_34;gr_35;pn_6;pp_8;lg_0;81.7;151;69.3;26.8;111.235;1/03/2021;2021;1;2021-S1;rt_16;217;220;1.36;2.0787
6212db3c6ddea69c1eee1163;dp_3;em_36;gr_38;pn_6;pp_8;lg_0;70.23;145.13;74.9;31.9982;105.494;1/02/2021;2021;1;2021-S1;rt_18;1077;1087;0.92;2.1392
6212db3c6ddea69c1eee1164;dp_3;em_36;gr_38;pn_6;pp_8;lg_0;68.5;145.5;77;33.7009;105.9565;1/03/2021;2021;1;2021-S1;rt_18;540;545;0.92;2.1684
6212db3c6ddea69c1eee116a;dp_3;em_33;gr_34;pn_6;pp_8;lg_0;71;142;71;29.7382;93.7522;1/01/2021;2021;1;2021-S1;rt_16;682;699;2.43;2.3563
6212db3c6ddea69c1eee116b;dp_3;em_33;gr_34;pn_6;pp_8;lg_0;70.2;142;71.8;29.7821;96.676;1/02/2021;2021;1;2021-S1;rt_16;642;670;4.18;2.2103
6212db3c6ddea69c1eee116c;dp_3;em_33;gr_34;pn_7;pp_8;lg_0;75.6;146;70.4;28.136;103.838;1/03/2021;2021;1;2021-S1;rt_16;679;691;1.74;2.144
6212db3c6ddea69c1eee1172;dp_3;em_35;gr_37;pn_7;pp_8;lg_0;80.07;148.27;68.2;29.2;98.9469;1/01/2021;2021;1;2021-S1;rt_17;226;228;0.88;2.3815
6212db3c6ddea69c1eee1173;dp_3;em_35;gr_37;pn_7;pp_8;lg_0;78.95;145.95;67;26;98.271;1/02/2021;2021;1;2021-S1;rt_17;310;319;2.82;2.2679
6212db3c6ddea69c1eee1174;dp_3;em_35;gr_37;pn_7;pp_8;lg_0;81.74;150.74;69;30.2014;108.0526;1/03/2021;2021;1;2021-S1;rt_17;285;288;1.04;2.2265
6212db3c6ddea69c1eee1175;dp_3;em_35;gr_37;pn_7;pp_8;lg_0;79.1;148.1;69;29;101.6943;1/04/2021;2021;1;2021-S1;rt_17;229;234;2.14;2.1912
6212db3c6ddea69c1eee1177;dp_3;em_35;gr_37;pn_7;pp_8;lg_0;77.5;146.5;69;30.1;97.5068;1/05/2021;2021;1;2021-S1;rt_17;219;225;2.67;2.318
6212db3c6ddea69c1eee1185;dp_3;em_35;gr_37;pn_6;pp_8;lg_0;77.7;148.3;70.6;29.1789;91.0827;1/06/2021;2021;1;2021-S1;rt_17;278;284;2.11;2.1287
6212db3c6ddea69c1eee1186;dp_3;em_35;gr_37;pn_6;pp_8;lg_0;78.9;149;70.1;26.8;89.5127;1/07/2021;2021;2;2021-S2;rt_17;316;319;0.94;2.2212
6212db3c6ddea69c1eee1187;dp_3;em_35;gr_37;pn_6;pp_8;lg_0;66.11;150.91;84.8;28.03;94.1945;1/08/2021;2021;2;2021-S2;rt_17;329;336;2.08;2.2344
6212db3c6ddea69c1eee1191;dp_3;em_36;gr_38;pn_6;pp_8;lg_0;72.7962;149.1466;76.3504;34.8208;106.65;1/04/2021;2021;1;2021-S1;rt_18;1943;1961;0.92;2.2347
6212db3c6ddea69c1eee1192;dp_3;em_36;gr_38;pn_6;pp_8;lg_0;70.874;147.024;76.15;33.2105;103.5573;1/05/2021;2021;1;2021-S1;rt_18;1247;1261;1.11;2.1949
6212db3c6ddea69c1eee1194;dp_3;em_36;gr_38;pn_6;pp_8;lg_0;67.8824;147.1324;79.25;34.5057;95.571;1/06/2021;2021;1;2021-S1;rt_18;1380;1396;1.15;2.3254
6212db3c6ddea69c1eee1195;dp_3;em_36;gr_38;pn_6;pp_8;lg_0;78.6172;155.6172;77;32.9338;99.0025;1/07/2021;2021;2;2021-S2;rt_18;1406;1421;1.06;2.281
6212db3c6ddea69c1eee1197;dp_3;em_36;gr_38;pn_6;pp_8;lg_0;79.5545;156.3879;76.8333;29.4301;115.7495;1/08/2021;2021;2;2021-S2;rt_18;1473;1488;1.01;2.1618
6212db3c6ddea69c1eee1199;dp_3;em_36;gr_38;pn_6;pp_8;lg_0;80.9572;156.2906;75.3333;30.9027;116.5779;1/09/2021;2021;2;2021-S2;rt_18;1399;1413;0.99;2.1801
6212db3c6ddea69c1eee119a;dp_3;em_34;gr_35;pn_6;pp_8;lg_0;79.08;148.68;69.6;26.7536;106.8051;1/05/2021;2021;1;2021-S1;rt_16;277;280;1.07;2.1218
6212db3c6ddea69c1eee119c;dp_3;em_34;gr_35;pn_6;pp_8;lg_0;90.97;159.97;69;25.9641;128.2579;1/07/2021;2021;2;2021-S2;rt_16;221;223;0.9;2.0377
6212db3c6ddea69c1eee11a0;dp_3;em_34;gr_36;pn_6;pp_8;lg_0;80.85;150.3;69.45;26.7864;113.5466;1/02/2021;2021;1;2021-S1;rt_16;279;279;0;2.0094
6212db3c6ddea69c1eee11a1;dp_3;em_34;gr_36;pn_6;pp_8;lg_0;84.65;153.8;69.15;26.4633;110.6;1/03/2021;2021;1;2021-S1;rt_16;340;341;0.29;2.0434
6212db3c6ddea69c1eee11a2;dp_3;em_34;gr_36;pn_6;pp_8;lg_0;83.07;150.5;67.43;25.9628;110.0321;1/04/2021;2021;1;2021-S1;rt_16;389;390;0.26;2.0136
6212db3c6ddea69c1eee11a4;dp_3;em_34;gr_36;pn_6;pp_8;lg_0;78.6;148.9;70.3;28.9705;102.0241;1/06/2021;2021;1;2021-S1;rt_16;399;407;1.97;1.9947
6212db3c6ddea69c1eee11a5;dp_3;em_34;gr_36;pn_6;pp_8;lg_0;85.65;153.65;68;25.5972;107.1034;1/07/2021;2021;2;2021-S2;rt_16;387;393;1.53;2.0364
6212db3c6ddea69c1eee11a8;dp_3;em_34;gr_35;pn_6;pp_8;lg_0;82.7;154.7;72;31.6;115.6153;1/10/2021;2021;2;2021-S2;rt_16;98;100;2;2.1492
6212db3c6ddea69c1eee11a9;dp_3;em_34;gr_36;pn_6;pp_8;lg_0;85.4;158.2;72.8;28.5538;113.192;1/10/2021;2021;2;2021-S2;rt_16;25;26;3.85;2.0504
6212db3c6ddea69c1eee11aa;dp_3;em_35;gr_37;pn_6;pp_8;lg_0;79.1;150.05;70.95;26.57;103.2662;1/09/2021;2021;2;2021-S2;rt_17;308;311;0.96;2.2699
6212db3c6ddea69c1eee11ab;dp_3;em_35;gr_37;pn_6;pp_8;lg_0;80.59;150.66;70.07;28.3;103.901;1/10/2021;2021;2;2021-S2;rt_17;313;316;0.95;2.2139
6212db3c6ddea69c1eee11ac;dp_3;em_35;gr_37;pn_6;pp_8;lg_0;84.85;155.55;70.7;27;108.9309;1/11/2021;2021;2;2021-S2;rt_17;362;365;0.82;2.1638
6212db3c6ddea69c1eee11ad;dp_3;em_35;gr_37;pn_6;pp_8;lg_0;85.55;155.59;70.04;28;112.045;1/12/2021;2021;2;2021-S2;rt_17;271;275;1.45;2.1832
6212db3c6ddea69c1eee11af;dp_3;em_34;gr_36;pn_6;pp_8;lg_0;81;152;71;26.7111;116.9222;1/11/2021;2021;2;2021-S2;rt_16;27;27;0;1.905
6212db3c6ddea69c1eee11b1;dp_3;em_34;gr_36;pn_6;pp_8;lg_0;83.7;156.7;73;27.2909;119.9631;1/12/2021;2021;2;2021-S2;rt_16;65;66;1.52;2.0145
6212db3c6ddea69c1eee11b2;dp_3;em_34;gr_35;pn_6;pp_8;lg_0;84.9;157.4;72.5;31.0515;117.0323;1/11/2021;2021;2;2021-S2;rt_16;93;97;4.12;2.1189
6212db3c6ddea69c1eee11b7;dp_3;em_36;gr_38;pn_6;pp_8;lg_0;74.9609;153.9609;79;33.2295;113.6519;1/10/2021;2021;2;2021-S2;rt_18;1363;1375;0.87;2.1997
6212db3c6ddea69c1eee11b9;dp_3;em_36;gr_38;pn_6;pp_8;lg_0;71.8216;153.8216;82;37.4021;118.0958;1/11/2021;2021;2;2021-S2;rt_18;1947;1972;1.27;2.3212
6212db3c6ddea69c1eee11ba;dp_3;em_36;gr_38;pn_6;pp_8;lg_0;80.0454;159.0454;79;35.1797;118.7958;1/12/2021;2021;2;2021-S2;rt_18;1369;1383;1.01;2.271
6213e9166ddea69c1e4317a1;dp_3;em_57;gr_61;pn_0;pp_3;lg_3;96;168.16;72.16;30.2452;121.3232;1/01/2021;2021;1;2021-S1;rt_22;302;310;2.58;2.3768
6213e9166ddea69c1e4317a2;dp_3;em_57;gr_61;pn_10;pp_3;lg_3;96;166;70;27.0405;115.209;1/02/2021;2021;1;2021-S1;rt_22;244;247;1.21;2.1743
6213e9166ddea69c1e4317a3;dp_3;em_57;gr_61;pn_0;pp_3;lg_3;97;165.4;68.4;24.0737;111.1313;1/03/2021;2021;1;2021-S1;rt_22;335;339;1.18;2.3132
6213e9166ddea69c1e4317a4;dp_3;em_57;gr_61;pn_0;pp_3;lg_3;101.4;168.4;67;24.0775;116.2695;1/04/2021;2021;1;2021-S1;rt_22;141;142;0.7;2.457
6213e9166ddea69c1e4317a5;dp_3;em_57;gr_61;pn_0;pp_3;lg_3;107.6;175.6;68;25.4682;122.3485;1/05/2021;2021;1;2021-S1;rt_22;307;314;2.23;2.3583
6213e9166ddea69c1e4317a6;dp_3;em_57;gr_61;pn_0;pp_3;lg_3;96;164;68;25.96;115.3808;1/06/2021;2021;1;2021-S1;rt_22;323;325;0.62;2.3655
6213e9166ddea69c1e4317a7;dp_3;em_57;gr_61;pn_0;pp_3;lg_3;91;162;71;27.76;105.6457;1/07/2021;2021;2;2021-S2;rt_22;223;225;0.89;2.3751
6213e9166ddea69c1e4317a8;dp_3;em_57;gr_61;pn_0;pp_3;lg_3;91;163;72;29.219;111.4167;1/08/2021;2021;2;2021-S2;rt_22;240;242;0.83;2.357
62150c0d6ddea69c1eacfcac;dp_3;em_55;gr_59;pn_10;pp_8;lg_2;70.5;159;88.5;44.1755;117.1384;1/02/2021;2021;1;2021-S1;rt_17;748;758;1.32;2.5189
62150c0d6ddea69c1eacfcb8;dp_3;em_55;gr_59;pn_6;pp_8;lg_2;73;163;90;46.0025;121.3926;1/09/2021;2021;2;2021-S2;rt_17;787;793;0.76;2.349
62150c0d6ddea69c1eacfcba;dp_3;em_55;gr_59;pn_6;pp_8;lg_2;71;157;86;43.4216;127.9039;1/10/2021;2021;2;2021-S2;rt_17;749;759;1.32;2.3239
62150c0d6ddea69c1eacfcbb;dp_3;em_55;gr_59;pn_6;pp_8;lg_2;74;158;84;43.3223;128.0683;1/11/2021;2021;2;2021-S2;rt_17;600;602;0.33;2.3026
62150c0d6ddea69c1eacfcbc;dp_3;em_55;gr_59;pn_6;pp_8;lg_2;70;157;87;46.3052;128.51;1/12/2021;2021;2;2021-S2;rt_17;451;458;1.53;2.3064
62150c0d6ddea69c1eacfcbd;dp_3;em_38;gr_9;pn_8;pp_8;lg_0;74.07;148.92;74.85;35.5595;124.3866;1/08/2021;2021;2;2021-S2;rt_17;2346;2388;1.76;2.0216
62150c0d6ddea69c1eacfcbe;dp_3;em_38;gr_9;pn_8;pp_8;lg_0;71.47;145.97;74.5;35.2715;116.4595;1/09/2021;2021;2;2021-S2;rt_17;1878;1915;1.93;2.0307
62150c0d6ddea69c1eacfcbf;dp_3;em_38;gr_9;pn_8;pp_8;lg_0;76.45;151.61;75.16;35.0855;124.528;1/10/2021;2021;2;2021-S2;rt_17;2479;2537;2.29;2.0382
62150c0d6ddea69c1eacfcc0;dp_3;em_38;gr_9;pn_8;pp_8;lg_0;72.8;145.94;73.14;33.9418;123.8931;1/11/2021;2021;2;2021-S2;rt_17;1478;1512;2.25;2.0144
62150c0d6ddea69c1eacfcc1;dp_3;em_38;gr_9;pn_8;pp_8;lg_0;73.39;146.72;73.33;33.2595;121.1932;1/12/2021;2021;2;2021-S2;rt_17;2598;2663;2.44;2.0548
621764d96ddea69c1ea378d0;dp_2;em_41;gr_43;pn_10;pp_2;lg_1;79.5359;151.5169;71.981;33.0301;112.4102;1/02/2019;2019;1;2019-S1;rt_12;791;800;1.12;2.166
6217c06e6ddea69c1edb44a4;dp_2;em_7;gr_8;pn_10;pp_2;lg_0;84.8;158;73.2;33.88;117.3753;1/02/2021;2021;1;2021-S1;rt_5;397;400;0.75;2.1873
6217c06e6ddea69c1edb44a5;dp_2;em_7;gr_8;pn_0;pp_2;lg_0;81.85;166;84.15;42.9527;117.4326;1/01/2022;2022;1;2022-S1;rt_5;645;655;1.53;2.4087
6218de3d6ddea69c1e3725f3;dp_3;em_46;gr_48;pn_10;pp_8;lg_0;72.68;142;69.32;32.7056;114.7003;1/01/2021;2021;1;2021-S1;rt_18;357;360;0.83;2.117
6218de3d6ddea69c1e3725f6;dp_3;em_47;gr_49;pn_6;pp_8;lg_0;75.22;145.1;69.88;23.7228;89.1088;1/07/2021;2021;2;2021-S2;rt_21;377;386;2.33;2.3178
6218de3d6ddea69c1e3725fd;dp_3;em_48;gr_68;pn_0;pp_8;lg_0;85;157.4;72.4;27.4298;114.8961;1/10/2021;2021;2;2021-S2;rt_21;317;326;2.76;2.1296
6218de3d6ddea69c1e3725fe;dp_3;em_48;gr_68;pn_0;pp_8;lg_0;86;158.5;72.5;26.6454;114.9538;1/11/2021;2021;2;2021-S2;rt_21;300;304;1.32;2.1557
6218de3d6ddea69c1e3725ff;dp_3;em_48;gr_68;pn_0;pp_8;lg_0;80;159;79;36.2006;117.9399;1/12/2021;2021;2;2021-S2;rt_21;325;327;0.61;2.1742
6218de3d6ddea69c1e372600;dp_3;em_48;gr_68;pn_0;pp_8;lg_0;76;154;78;31.5554;110.189;1/01/2022;2022;1;2022-S1;rt_21;466;480;2.92;2.2342
6218de3d6ddea69c1e372601;dp_3;em_47;gr_49;pn_6;pp_8;lg_0;77.56;147;69.44;21.7701;94.1894;1/08/2021;2021;2;2021-S2;rt_21;417;422;1.18;2.2439
6218de3d6ddea69c1e372602;dp_3;em_47;gr_49;pn_6;pp_8;lg_0;76.2;146;69.8;22.5666;99.9852;1/09/2021;2021;2;2021-S2;rt_21;405;413;1.94;2.2185
6218de3d6ddea69c1e372603;dp_3;em_47;gr_49;pn_6;pp_8;lg_0;75.1;142;66.9;25.0611;96.9116;1/10/2021;2021;2;2021-S2;rt_21;430;442;2.71;2.169
6218de3d6ddea69c1e372604;dp_3;em_47;gr_49;pn_6;pp_8;lg_0;69;139;70;30.2345;94.4523;1/11/2021;2021;2;2021-S2;rt_21;367;371;1.08;2.2212
6218de3d6ddea69c1e372606;dp_3;em_47;gr_49;pn_6;pp_8;lg_0;70;140;70;28.9975;88.3013;1/12/2021;2021;2;2021-S2;rt_21;395;402;1.74;2.272
6219f5e26ddea69c1e9bfadb;dp_2;em_41;gr_58;pn_10;pp_2;lg_1;79.7308;163.9231;84.1923;42.8432;124.5392;1/06/2021;2021;1;2021-S1;rt_12;468;468;0;2.3759
6219f5e26ddea69c1e9bfadc;dp_2;em_41;gr_58;pn_0;pp_2;lg_1;73.3714;156.3422;82.9708;45.8228;123.718;1/12/2021;2021;2;2021-S2;rt_12;338;338;0;2.0738
6219f5e26ddea69c1e9bfadd;dp_2;em_41;gr_58;pn_0;pp_2;lg_1;76.2657;154.3657;78.1;40.5662;125.4061;1/01/2022;2022;1;2022-S1;rt_12;717;722;0.69;2.1218
6219f6026ddea69c1e9bffa8;dp_2;em_41;gr_42;pn_10;pp_2;lg_1;96.9035;166.2035;69.3;30.5049;118.7147;1/12/2019;2019;2;2019-S2;rt_12;114;114;0;2.3906
62224d806ddea69c1e90c541;dp_3;em_14;gr_15;pn_10;pp_3;lg_0;81.57;156.3;74.73;31.7812;106.7137;1/01/2021;2021;1;2021-S1;rt_6;130;133;2.26;2.2766
62224d806ddea69c1e90c547;dp_3;em_14;gr_15;pn_0;pp_3;lg_0;87;157;70;28.6512;113.6698;1/12/2021;2021;2;2021-S2;rt_6;329;332;0.9;2.1445
62224d806ddea69c1e90c548;dp_3;em_8;gr_9;pn_0;pp_3;lg_0;85.98;156.4;70.42;25.9665;106.0792;1/08/2021;2021;2;2021-S2;rt_6;803;813;1.23;2.1701
62224d806ddea69c1e90c549;dp_3;em_8;gr_9;pn_0;pp_3;lg_0;83.94;154.2;70.26;28.4421;102.4184;1/09/2021;2021;2;2021-S2;rt_6;733;740;0.95;2.2397
62224d806ddea69c1e90c54a;dp_3;em_8;gr_9;pn_0;pp_3;lg_0;84.8;154.8;70;24.4541;100.5865;1/10/2021;2021;2;2021-S2;rt_6;767;777;1.29;2.2803
62224d806ddea69c1e90c54b;dp_3;em_8;gr_9;pn_0;pp_3;lg_0;85.4;155.4;70;25.4962;103.3083;1/11/2021;2021;2;2021-S2;rt_6;594;603;1.49;2.3022
62224d806ddea69c1e90c54c;dp_3;em_8;gr_9;pn_0;pp_3;lg_0;81.6;151.6;70;25.4332;99.6918;1/12/2021;2021;2;2021-S2;rt_6;838;843;0.59;2.2215
62224d806ddea69c1e90c54e;dp_3;em_10;gr_11;pn_0;pp_3;lg_0;81.88;154.48;72.6;29.2063;112.0667;1/09/2021;2021;2;2021-S2;rt_6;378;384;1.56;2.6978
62224d806ddea69c1e90c550;dp_3;em_10;gr_11;pn_0;pp_3;lg_0;84.01;154.13;70.12;28.2518;110.9041;1/11/2021;2021;2;2021-S2;rt_6;292;303;3.63;2.5458
62224d806ddea69c1e90c552;dp_3;em_10;gr_11;pn_0;pp_3;lg_0;77.99;149.84;71.85;29.3156;107.903;1/12/2021;2021;2;2021-S2;rt_6;469;481;2.49;2.2892
6223802d6ddea69c1ef89ee8;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;102.54;169.6;67.06;29.5762;128.5299;1/02/2022;2022;1;2022-S1;rt_10;904;925;2.27;2.3588
6226581931c9b39945ed5b5c;dp_2;em_41;gr_43;pn_10;pp_2;lg_1;86.2637;157.4537;71.19;33.4324;134.0028;1/02/2021;2021;1;2021-S1;rt_12;311;312;0.32;2.1342
6226581931c9b39945ed5b5f;dp_2;em_41;gr_43;pn_7;pp_2;lg_1;84.3222;158.5222;74.2;35.8071;127.8931;1/01/2022;2022;1;2022-S1;rt_12;419;420;0.24;2.0836
6230989d9ad66188c11ac6f9;dp_3;em_12;gr_13;pn_10;pp_3;lg_0;80;149;69;24.2972;101.3237;1/01/2021;2021;1;2021-S1;rt_7;1279;1292;1.01;2.0313
6230989d9ad66188c11ac700;dp_3;em_58;gr_62;pn_0;pp_3;lg_3;98.4;168.4;70;27.7303;116.7001;1/10/2021;2021;2;2021-S2;rt_7;927;938;1.17;2.2406
6230989d9ad66188c11ac701;dp_3;em_58;gr_62;pn_0;pp_3;lg_3;97;166;69;26.4818;114.4174;1/12/2021;2021;2;2021-S2;rt_7;1078;1117;3.49;2.3043
6230b7bf9ad66188c12be4f6;dp_1;em_42;gr_44;pn_6;pp_7;lg_0;84;154;70;28.2447;106.8161;1/01/2022;2022;1;2022-S1;rt_19;329;333;1.2;2.1432
6239e7be9ad66188c1819f1e;dp_0;em_51;gr_54;pn_0;pp_0;lg_0;70;147.75;77.75;30.8449;92.2;1/08/2021;2021;2;2021-S2;rt_2;185;187;1.07;2.087
6239e7be9ad66188c1819f1f;dp_0;em_51;gr_54;pn_0;pp_0;lg_0;70.5;141.75;71.25;25.7579;87.9341;1/09/2021;2021;2;2021-S2;rt_2;182;190;4.21;2.1062
6239e7be9ad66188c1819f20;dp_0;em_51;gr_54;pn_0;pp_0;lg_0;75;146.85;71.85;27.211;87.0386;1/10/2021;2021;2;2021-S2;rt_2;207;218;5.05;1.9926
6239e7be9ad66188c1819f21;dp_0;em_51;gr_54;pn_0;pp_0;lg_0;72.5;149;76.5;29.9467;89.863;1/11/2021;2021;2;2021-S2;rt_2;146;150;2.67;2.1697
6239e7be9ad66188c1819f22;dp_0;em_51;gr_54;pn_0;pp_0;lg_0;69.6667;138.9333;69.2667;26.751;82.0624;1/12/2021;2021;2;2021-S2;rt_2;250;257;2.72;2.1172
623b3f4e9ad66188c1f82c57;dp_3;em_34;gr_36;pn_6;pp_8;lg_0;77.3;152.3;75;31.6126;118.3765;1/01/2022;2022;1;2022-S1;rt_16;221;223;0.9;2.2365
623e0cae9ad66188c1e37bf5;dp_3;em_36;gr_38;pn_7;pp_8;lg_0;72.6545;150.6545;78;36.8129;110.9824;1/01/2022;2022;1;2022-S1;rt_18;1390;1400;0.71;2.3674
623e0cae9ad66188c1e37bf8;dp_3;em_36;gr_38;pn_6;pp_8;lg_0;76.925;153.925;77;34.6963;113.6405;1/02/2022;2022;1;2022-S1;rt_18;1488;1505;1.13;2.2307
6241e39a9ad66188c10f34b2;dp_3;em_8;gr_9;pn_0;pp_3;lg_1;82.6;152.6;70;25.9044;100.8976;1/01/2022;2022;1;2022-S1;rt_6;580;586;1.02;2.3811
6241e39a9ad66188c10f34b3;dp_3;em_8;gr_9;pn_10;pp_3;lg_1;85.17;155.8;70.63;26.7182;103.4614;1/02/2022;2022;1;2022-S1;rt_6;518;528;1.89;2.1871
624b750aeb05da2335dc9b70;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;77.8;147.1;69.3;25.56;91.42;18/12/2021;2021;2;2021-S2;rt_0;529;562;5.87;2.234
624b750aeb05da2335dc9b72;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;74.6;144;69.4;30.96;97.56;12/01/2022;2022;1;2022-S1;rt_0;553;583;5.15;2.124
624b750aeb05da2335dc9b71;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;71.7;141.8;70.1;30.02;92.49;26/12/2021;2021;2;2021-S2;rt_0;607;635;4.41;2.242
624b750aeb05da2335dc9b73;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;75.7;144.9;69.2;28.64;97.4;27/01/2022;2022;1;2022-S1;rt_0;586;606;3.3;2.127
624b750aeb05da2335dc9b74;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;77.1;146.3;69.2;29.81;103.26;11/02/2022;2022;1;2022-S1;rt_0;589;618;4.69;2.12
624b750aeb05da2335dc9b76;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;74.5;143.3;68.8;26.74;96.26;8/03/2022;2022;1;2022-S1;rt_0;484;497;2.62;2.108
624b750aeb05da2335dc9b75;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;76.5;145.5;69;30.36;98.71;24/02/2022;2022;1;2022-S1;rt_0;499;533;6.38;2.234
624b750aeb05da2335dc9b77;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;71.1;140.4;69.3;28.15;95.81;19/03/2022;2022;1;2022-S1;rt_0;452;474;4.64;2.073
